1	516	702	34
2	278	420	159
3	657	667	253
4	860	741	592
5	93	80	632
6	104	920	338
7	890	466	802
8	403	691	44
9	669	765	160
10	541	497	678
11	441	853	540
12	118	216	362
13	739	660	977
14	289	784	605
15	206	580	53
16	484	289	626
17	129	194	850
18	872	988	124
19	293	556	116
20	248	961	790
21	205	539	580
22	727	126	31
23	848	217	471
24	819	318	912
25	886	286	96
26	42	866	74
27	479	818	868
28	218	163	6
29	398	754	907
30	300	605	750
31	208	451	392
32	566	837	861
33	62	103	786
34	457	395	889
35	789	675	259
36	161	658	283
37	462	307	543
38	5	693	561
39	741	681	282
40	971	343	421
41	451	584	121
42	726	305	734
43	285	938	84
44	230	617	961
45	750	216	460
46	826	409	625
47	649	282	762
48	314	434	231
49	725	931	547
50	760	445	333
51	950	78	159
52	676	504	62
53	888	708	52
54	278	425	101
55	975	460	103
56	450	35	77
57	331	752	685
58	847	341	702
59	955	366	727
60	618	200	229
61	275	456	547
62	109	45	621
63	261	807	979
64	491	232	672
65	622	883	285
66	492	236	889
67	822	712	942
68	393	336	30
69	870	140	995
70	608	540	461
71	570	586	571
72	638	886	773
73	324	918	918
74	371	522	896
75	790	528	774
76	53	663	567
77	23	624	889
78	438	438	440
79	297	441	500
80	214	424	337
81	729	257	501
82	687	877	772
83	836	219	294
84	743	765	541
85	362	111	537
